#system	nodestatus	realm	custtag	role	eihostname	hostenv	systemtype	oslevel
v50068	LIVE	g.cs.p5	XSR	MQ.XSR.CLIENT;WAS.XSR.PRD;DATABASE.XSR.CLIENT.DB2V9;WAS.XSR.PRD7;WXS.XSR.PRD.GRID	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50069	LIVE	b.ei.p5	XSR	WEBSERVER.XSR;WEBSERVER.CLUSTER.BZPRDCL003;PUB.XSR.ENDPOINT.PRD.BZ;WEBSERVER.XSR.PRD.BZ	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50070	LIVE	b.ei.p5	XSR	WEBSERVER.XSR;WEBSERVER.CLUSTER.BZPRDCL003;PUB.XSR.ENDPOINT.PRD.BZ;WEBSERVER.XSR.PRD.BZ	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50071	LIVE	g.cs.p5	XSR	MQ.XSR.PRD	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50072	LIVE	b.ei.p5	SHARED	MQ.XSR.HUB.PRD	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50073	LIVE	g.cs.p5	XSR	MONITORING.SMA.ITM.SCRIPT.DB2REPL;DATABASE.XSR.PRD;MQ.XSR.QREPL.PRD	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50074	LIVE	g.ei.p5	SHARED	ICO.DS;CHEF.CLIENT;DATABASE.CHEF	p5vsx05	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50075	LIVE	g.ei.p5	SHARED	ICO.CS1;CHEF.CLIENT;DATABASE.CHEF	p5vsx05	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50076	LIVE	g.ei.p5	SHARED	ICO.CS2;CHEF.CLIENT	p5vsx05	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50077	LIVE	g.ei.p5	SHARED	ICO.CS3;CHEF.CLIENT	p5vsx05	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50078	LIVE	b.ei.p5	SHARED	UCD.RELAY.PRD;CHEF.CLIENT	p5vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50079	LIVE	g.cs.p5	CNP	WPS.CNP.PRD;WXS.CNP.WPS.PRD.GRID;WXS.CNP.WPS.PRD.CATALOG	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50080	LIVE	g.cs.p5	CNP	WPS.CNP.PRD;WXS.CNP.WPS.PRD.GRID	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50081	FLUX	g.cs.p5	CNP	WAS.CNP.PRD;WXS.CNP.WAS.PRD.GRID;WXS.CNP.WAS.PRD.CATALOG	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50082	LIVE	g.cs.p5	CNP	WAS.CNP.PRD;WXS.CNP.WAS.PRD.GRID	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50083	LIVE	b.ei.p5	CNP	WEBSERVER.CNP.BZ;WEBSERVER.CLUSTER.BZPRDCL007	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50084	LIVE	b.ei.p5	CNP	WEBSERVER.CNP.BZ;WEBSERVER.CLUSTER.BZPRDCL007	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50085	LIVE	g.cs.p5	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;WAS.FIXCENTRAL.PRD	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50086	LIVE	g.cs.p5	SSO	LDAP.SSO.PRD;DATABASE.LDAPSSO.GZ.DB2V9	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50087	LIVE	g.cs.p5	SSO	LDAP.SSO.PRD;DATABASE.LDAPSSO.GZ.DB2V9	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50088	LIVE	y.cs.p5	SSO	WEBSEAL.SSO.PRD	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50089	LIVE	y.cs.p5	SSO	WEBSEAL.SSO.PRD	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50090	LIVE	y.cs.p5	SSO	WEBSERVER.SSO.PRD;WEBSERVER.CLUSTER.YZPRDCL014	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50091	LIVE	y.cs.p5	SSO	WEBSERVER.SSO.PRD;WEBSERVER.CLUSTER.YZPRDCL014	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50092	LIVE	g.cs.p5	SSO	WAS.SSO.PRD;WXS.SSO.PRD.GRID;WXS.SSO.PRD.CATALOG	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50093	LIVE	g.cs.p5	SSO	WAS.SSO.PRD;WXS.SSO.PRD.GRID	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50094	LIVE	y.cs.p5	ZPAP	WEBSERVER.ZPAP.PRD;WEBSERVER.CLUSTER.YZPRDCL013	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50095	LIVE	y.cs.p5	ZPAP	WEBSERVER.ZPAP.PRD;WEBSERVER.CLUSTER.YZPRDCL013	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50096	LIVE	g.cs.p5	ZPAP	WAS.ZPAP.PROD	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50097	LIVE	g.cs.p5	ZPAP	WAS.ZPAP.PROD	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50098	LIVE	g.cs.p5	ZPAP	DATABASE.ZPAP.PRD;DATABASE.ZPAP.PROD.DB2V9;MONITORING.SMA.ITM.SCRIPT.DB2REPL;MQ.ZPAP.PRD	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50099	FLUX	y.cs.p5	SSO	WEBSEAL.SSO.PRD	p5vsp03	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50100	LIVE	g.cs.p5	JAMS	MQ.JAMS.PRD;DATABASE.JAMS.PRD;MONITORING.SMA.ITM.SCRIPT.DB2REPL;MONITORING.SMA.ITM.SCRIPT.CHKDB2CTE	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50101	LIVE	y.cs.p5	ICE	WEBSERVER.ICE.PRD;WEBSERVER.CLUSTER.YZPRDCL012;PUB.ICE.ENDPOINT.PRD;PUB.ICE.ENDPOINT;PUB.ICE.LDIST.PRD;WEBSERVER.ICE.PRD.NEXTGEN	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50102	LIVE	y.cs.p5	ICE	WEBSERVER.ICE.PRD;WEBSERVER.CLUSTER.YZPRDCL012;PUB.ICE.ENDPOINT.PRD;PUB.ICE.ENDPOINT;WEBSERVER.ICE.PRD.NEXTGEN	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50103	FLUX	g.cs.p5	SHARED	APPDYNAMICS.AGENT.SERVER;CHEF.CLIENT;UCD.AGENT;APPDYNAMICS.AGENT.SERVER.PRD	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50104	FLUX	y.cs.p5	SSO	WEBSERVER.SSO.PRD;WEBSERVER.TFIM.PRD;WEBSERVER.CLUSTER.YZPRDCL017	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50105	LIVE	y.cs.p5	ESC	MQ.ESC.HUB.PRD	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50106	FLUX	y.cs.p5	SSO	WEBSERVER.SSO.PRD;WEBSERVER.TFIM.PRD;WEBSERVER.CLUSTER.YZPRDCL017	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50107	LIVE	b.ei.p5	SHARED	CHEF.CLIENT;UCD.AGENT;REPO.MANAGER.CLASSIC;EI-DEFAULT-REPOSYNC	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50109	LIVE	b.ei.p5	SHARED	UCD.RELAY.PRD;CHEF.CLIENT	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50110	BAD	g.cs.p5	IBM	APIM.MANAGER.PRE.DEVINT;APPLIANCE.CMC.VM;APIM	p5vsx14	PRD	APPLIANCE.CMC.VM	
v50111	FLUX	g.ei.p5	SHARED	WAS.EI.TAD4D	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50112	LIVE	y.cs.p5	SHARED	WEBSERVER.SWS.X;GPFS.CLIENT;LSYNCD.WWSM.ENDPOINT;APPDYNAMICS.AGENT.PRD	p5vsx02	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50113	LIVE	y.cs.p5	SHARED	WEBSERVER.SWS.X;GPFS.CLIENT;LSYNCD.WWSM.ENDPOINT;APPDYNAMICS.AGENT.PRD	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50114	LIVE	y.cs.p5	SHARED	WEBSERVER.SWS.X;GPFS.CLIENT;LSYNCD.WWSM.ENDPOINT;APPDYNAMICS.AGENT.PRD	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50115	LIVE	g.ei.p5	SHARED	ICO.KVMREGION;CHEF.CLIENT	p5vsx05	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50117	LIVE	y.cs.p5	STG	WEBSERVER.STG.PRD;WEBSERVER.SPE.PRD;PUB.STG.ENDPOINT.PRD.YZ;WEBSERVER.CLUSTER.YZPRDCL006;WEBSERVER.STG.EDGE.PRD;WEBSERVER.STG.SSS.PRD;WEBSERVER.STG.IEPD.PRD	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50118	LIVE	y.cs.p5	STG	WEBSERVER.STG.PRD;WEBSERVER.SPE.PRD;PUB.STG.ENDPOINT.PRD.YZ;WEBSERVER.STG.EDGE.PRD;WEBSERVER.CLUSTER.YZPRDCL006;WEBSERVER.STG.SSS.PRD;WEBSERVER.STG.IEPD.PRD	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50119	FLUX	g.cs.p5	STG	PUB.STG.LDIST.PRD2	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50120	FLUX	g.cs.p5	STG	PUB.STG.ENDPOINT.PRD.GZ	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50121	LIVE	g.cs.p5	STG	WPS.SPE.PRD;PUB.STG.ENDPOINT.PRD.GZ;WXS.SPE.PRD.GRID;WXS.SPE.PRD.CATALOG;WPS.SPE.PRD.70	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50122	LIVE	g.cs.p5	STG	WPS.SPE.PRD;PUB.STG.ENDPOINT.PRD.GZ;WXS.SPE.PRD.GRID;WPS.SPE.PRD.70	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50123	FLUX	g.cs.p5	SSO	WAS.SSO.PRD.85	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50124	LIVE	g.cs.p5	STG	DATABASE.STG.PRD;MQ.STG.PRD;MONITORING.SMA.ITM.SCRIPT.DB2REPL	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50125	LIVE	g.cs.p5	STG	DATABASE.SPE.PRD;MONITORING.SMA.ITM.SCRIPT.DB2REPL;MQ.SPE.QREPL.PRD;DATABASE.FIXCENTRAL.PRD	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50126	FLUX	g.ei.p5	IBM	VMWARE.VCENTER.CLIENT	p5vsx03	PRD	SYSTEM.UNKNOWN.VM	Windows WindowsServer2008Enterprise-SP2 AMD64 6.0.6002
v50127	FLUX	g.cs.p5	WWSM	WXS.VE.PRD.GRID	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50128	FLUX	g.cs.p5	WWSM	WXS.VE.PRD.GRID	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50129	FLUX	g.cs.p5	WWSM	WXS.VE.PRD.GRID	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50130	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.WWSM;NETSCALER.RZ	p5nsa11	PRD	APPLIANCE.NETSCALER.VM	
v50131	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.IBM.WWW;NETSCALER.RZ	p5nsa11	PRD	APPLIANCE.NETSCALER.VM	
v50132	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.OTHER;NETSCALER.RZ	p5nsa11	PRD	APPLIANCE.NETSCALER.VM	
v50133	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.WWSM;NETSCALER.RZ	p5nsa12	PRD	APPLIANCE.NETSCALER.VM	
v50134	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.IBM.WWW;NETSCALER.RZ	p5nsa12	PRD	APPLIANCE.NETSCALER.VM	
v50135	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.OTHER;NETSCALER.RZ	p5nsa12	PRD	APPLIANCE.NETSCALER.VM	
v50136	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.WWSM;NETSCALER.RZ	p5nsa13	PRD	APPLIANCE.NETSCALER.VM	
v50137	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.IBM.WWW;NETSCALER.RZ	p5nsa13	PRD	APPLIANCE.NETSCALER.VM	
v50138	LIVE	r.mt.p5	SHARED	NETSCALER;NETSCALER.OTHER;NETSCALER.RZ	p5nsa13	PRD	APPLIANCE.NETSCALER.VM	
v50139	LIVE	y.cs.p5	WWSM	SEARCH.EVENTS.INDEX;SEARCH.EVENTS.INDEX.PRD	p5vsx02	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50140	BAD	g.ei.p5	SHARED	ICO.POWERVC	p5vsx06	PRD	SYSTEM.UNKNOWN.VM	
v50141	LIVE	g.cs.p5	SHARED	UCD.RELAY.PRD;CHEF.CLIENT	p5vsx04	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50142	LIVE	g.cs.p5	SHARED	UCD.RELAY.PRD;CHEF.CLIENT	p5vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50144	FLUX	y.cs.p5	IBM	LAMP.IBM.PRD;WEBSERVER.IBM.PRD.APACHE;CHEF.CLIENT;UCD.AGENT;PUB.IBM.LSYNCD.WP.ENDPOINT	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50145	FLUX	g.cs.p5	SSO	WAS.SSO.PRD;WAS.SSO.PRD.85;WAS.TFIM.PRD	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50146	FLUX	g.cs.p5	SSO	WAS.SSO.PRD;WAS.SSO.PRD.85;WAS.TFIM.PRD	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50147	LIVE	y.cs.p5	IBM	APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.BLUEMIX	p5vsx13	PRD	APPLIANCE.CMC.VM	
v50148	LIVE	y.cs.p5	IBM	APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.BLUEMIX	p5vsx12	PRD	APPLIANCE.CMC.VM	
v50149	LIVE	g.cs.p5	IBM	APIM.UTIL	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50150	LIVE	y.cs.p5	WWSM	PUB.EVENTS.HUB;GPFS.CLIENT;PUB.EVENTS.DIST	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50151	LIVE	y.cs.p5	WWSM	PUB.EVENTS.HUB;GPFS.CLIENT;PUB.EVENTS.LDIST	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50152	FLUX	g.cs.p5	SSO	WAS.SSO.PRD.85	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50153	FLUX	y.cs.p5	WWSM	LOG.DROP.EVENTS.TICKETS	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50154	LIVE	g.cs.p5	WWSM	DATABASE.WWSM.PRD;MONITORING.SMA.ITM.SCRIPT.DB2REPL;MQ.MASTERS.PRD	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50157	FLUX	g.cs.p5	SHARED	DATABASE.TEST.PRD	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50158	LIVE	b.ei.p5	IBM	PUB.IBM.HUB.BZ	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50159	LIVE	g.cs.p5	IBM	DATABASE.IBM.PRD2;MONITORING.SMA.ITM.SCRIPT.DB2REPL;MQ.IBM.QREPL.PRD	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50160	LIVE	g.cs.p5	IBM	WAS.IBM.PRD2.GZ;PUB.IBM.ENDPOINT2.PROD.GZ;DATABASE.IBM.CLIENT.DB2V10	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50161	LIVE	g.cs.p5	IBM	WAS.IBM.PRD2.GZ;PUB.IBM.ENDPOINT2.PROD.GZ;DATABASE.IBM.CLIENT.DB2V10	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50162	FLUX	g.cs.p5	IBM	DATABASE.IBM.PRD.PORTAL	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50163	LIVE	g.cs.p5	IBM	WXS.IBM.PRD.PORTAL;WXS.IBM.PRD.PORTAL.GRID	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50164	FLUX	y.cs.p5	IBM	LAMP.IBM.PRD;WEBSERVER.IBM.PRD.APACHE;CHEF.CLIENT;UCD.AGENT;PUB.IBM.LSYNCD.WP.ENDPOINT	p5vsx04	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50165	FLUX	y.cs.p5	IBM	LAMP.IBM.PRD;DATABASE.IBM.PRD.MYSQL;WEBSERVER.IBM.PRD.APACHE;CHEF.CLIENT;UCD.AGENT;PUB.IBM.LSYNCD.WP.DIST	p5vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50166	LIVE	y.cs.p5	IBM	WEBSERVER.IBM.ORIGIN;WEBSERVER.CLUSTER.YZPRDCL001;PUB.IBM.ENDPOINT2;PUB.IBM.LSYNCD.ENDPOINT	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50167	LIVE	y.cs.p5	IBM	WEBSERVER.IBM.ORIGIN;WEBSERVER.CLUSTER.YZPRDCL001;PUB.IBM.ENDPOINT2;PUB.IBM.LSYNCD.ENDPOINT	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50168	LIVE	y.cs.p5	IBM	WEBSERVER.IBM.ORIGIN;WEBSERVER.CLUSTER.YZPRDCL001;PUB.IBM.ENDPOINT2;PUB.IBM.LSYNCD.ENDPOINT	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50169	LIVE	y.cs.p5	IBM	PUB.IBM.HUB;GPFS.CLIENT;PUB.IBM.LDIST	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50170	LIVE	g.cs.p5	IBM	WAS.IBM.PRD3.GZ;WXS.IBM.PRD.GRID;WXS.IBM.PRD.CATALOG;PUB.IBM.ENDPOINT2.PROD.GZ;DATABASE.IBM.CLIENT.DB2V10	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50171	LIVE	g.cs.p5	IBM	WAS.IBM.PRD3.GZ;WXS.IBM.PRD.GRID;PUB.IBM.ENDPOINT2.PROD.GZ;DATABASE.IBM.CLIENT.DB2V10	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50172	LIVE	g.cs.p5	IBM	WAS.IBM.PRD3.GZ;WXS.IBM.PRD.GRID;PUB.IBM.ENDPOINT2.PROD.GZ;DATABASE.IBM.CLIENT.DB2V10	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50173	LIVE	g.cs.p5	IBM	WAS.IBM.PRD2.GZ;PUB.IBM.ENDPOINT2.PROD.GZ;DATABASE.IBM.CLIENT.DB2V10	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50174	LIVE	g.cs.p5	IBM	DATABASE.IBM.PRD1;MONITORING.SMA.ITM.SCRIPT.DB2REPL;MQ.IBM.QREPL.PRD	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50175	LIVE	g.cs.p5	IBM	WXS.IBM.PRD.PORTAL;WXS.IBM.PRD.PORTAL.GRID	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50176	FLUX	g.cs.p5	IBM	WXS.IBM.PRD.PORTAL;WXS.IBM.PRD.PORTAL.GRID;WXS.IBM.PRD.PORTAL.CATALOG	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50177	LIVE	y.cs.p5	IBM	WEBSERVER.IBM.PRD.PORTAL;GPFS.CLIENT	p5vsp01	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50178	LIVE	y.cs.p5	IBM	WEBSERVER.IBM.PRD.PORTAL;GPFS.CLIENT	p5vsp03	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50179	LIVE	y.cs.p5	IBM	WEBSERVER.IBM.PRD.PORTAL;GPFS.CLIENT	p5vsp02	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50180	LIVE	g.cs.p5	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.SUPPORT	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50181	LIVE	g.cs.p5	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.SUPPORT	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50182	FLUX	g.cs.p5	IBM	DM.IBM.PRD.PORTAL;WPS.DM.IBM.PORTAL.PRD;WAS.DM.GZPRDWIWP	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50183	LIVE	g.cs.p5	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.FARM.MASTER	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50184	LIVE	g.cs.p5	IBM	WPS.IBM.PRD.PORTAL;WPS.IBM.PRD.PORTAL.FARM.WORKER	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50185	LIVE	g.cs.p5	IBM	APIM;APPLIANCE.CMC.VM;APIM.MANAGER.PROD.DEVEXT	p5vsx11	PRD	APPLIANCE.CMC.VM	
v50186	LIVE	g.cs.p5	IBM	APIM;APPLIANCE.CMC.VM;APIM.MANAGER.PROD.DEVINT	p5vsx10	PRD	APPLIANCE.CMC.VM	
v50187	BAD	g.cs.p5	IBM	APIM;APPLIANCE.CMC.VM;APIM.MANAGER.PROD.RUNEXT	p5vsx14	PRD	APPLIANCE.CMC.VM	
v50188	LIVE	g.cs.p5	IBM	APIM;APPLIANCE.CMC.VM;APIM.MANAGER.PROD.RUNINT	p5vsx11	PRD	APPLIANCE.CMC.VM	
v50189	LIVE	b.ei.p5	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVINT	p5vsx13	PRD	APPLIANCE.CMC.VM	
v50190	LIVE	b.ei.p5	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVINT	p5vsx14	PRD	APPLIANCE.CMC.VM	
v50191	LIVE	y.cs.p5	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVEXT	p5vsx12	PRD	APPLIANCE.CMC.VM	
v50192	LIVE	y.cs.p5	IBM	APIM;APPLIANCE.DATAPOWER.VM;APIM.GATEWAY.PROD.DEVEXT	p5vsx10	PRD	APPLIANCE.CMC.VM	
v50193	LIVE	g.cs.p5	SHARED	MQ.IBM.PRD;MQ.ESC.PRD;MQ.STG.PRD;ESC.MQ.LOG.XFER;MQ.XSR.PRD	p5vsp07	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
